Process,Branch,Variant,Attribution,ProbabilityBin,Rounds,Pieces,Passed,PredictedPass,ObservedRate,PredictedRate
Bright Cut,First pass,ridge_single_capped,single,"(0.8, 0.9]",12,60.0,31.0,50.20668393109167,0.5166666666666667,0.8367780655181944
Bright Cut,First pass,ridge_single_capped,team,"(0.6, 0.7]",1,3.0,3.0,1.9431452697649108,1.0,0.647715089921637
Bright Cut,First pass,ridge_single_capped,unknown,"(0.6, 0.7]",3,22.0,17.0,13.797667897498865,0.7727272727272727,0.6271667226135847
Bright Cut,First pass,ridge_single_capped,unknown,"(0.7, 0.8]",15,67.0,57.0,49.17400093654083,0.8507462686567164,0.733940312485684
Bright Cut,First pass,ridge_single_capped,unknown,"(0.8, 0.9]",5,46.0,46.0,37.26562717461418,1.0,0.810122329882917
Bright Cut,First pass,ridge_single_equal_round,single,"(0.1, 0.2]",5,9.0,5.0,1.6929411580871216,0.5555555555555556,0.1881045731207913
Bright Cut,First pass,ridge_single_equal_round,single,"(0.2, 0.3]",1,1.0,0.0,0.2060134734225706,0.0,0.2060134734225706
Bright Cut,First pass,ridge_single_equal_round,single,"(0.3, 0.4]",3,10.0,2.0,3.261912358004382,0.2,0.3261912358004382
Bright Cut,First pass,ridge_single_equal_round,single,"(0.4, 0.5]",4,8.0,5.0,3.510338777530981,0.625,0.4387923471913726
Bright Cut,First pass,ridge_single_equal_round,single,"(0.5, 0.6]",4,26.0,18.0,15.277364232678064,0.6923076923076923,0.5875909320260794
Bright Cut,First pass,ridge_single_equal_round,single,"(0.6, 0.7]",11,78.0,63.0,50.22008580218143,0.8076923076923077,0.6438472538741209
Bright Cut,First pass,ridge_single_equal_round,single,"(0.7, 0.8]",21,95.0,77.0,73.45254049320639,0.8105263157894737,0.7731846367705936
Bright Cut,First pass,ridge_single_equal_round,single,"(0.8, 0.9]",20,107.0,77.0,91.12414552397375,0.719626168224299,0.851627528261437
Bright Cut,First pass,ridge_single_equal_round,single,"(0.9, 1.0]",6,21.0,14.0,20.199396096758413,0.6666666666666666,0.9618760046075435
Bright Cut,First pass,ridge_single_equal_round,team,"(0.5, 0.6]",1,3.0,3.0,1.6963422355786166,1.0,0.5654474118595388
Bright Cut,First pass,ridge_single_equal_round,unknown,"(0.1, 0.2]",1,1.0,0.0,0.1502306920570697,0.0,0.1502306920570697
Bright Cut,First pass,ridge_single_equal_round,unknown,"(0.2, 0.3]",2,2.0,0.0,0.4637801553833738,0.0,0.2318900776916869
Bright Cut,First pass,ridge_single_equal_round,unknown,"(0.5, 0.6]",1,10.0,7.0,5.571358992268975,0.7,0.5571358992268974
Bright Cut,First pass,ridge_single_equal_round,unknown,"(0.6, 0.7]",11,66.0,58.0,43.17988878712563,0.8787878787878788,0.6542407391988732
Bright Cut,First pass,ridge_single_equal_round,unknown,"(0.8, 0.9]",7,52.0,52.0,43.08973708972898,1.0,0.8286487901870957
Bright Cut,First pass,ridge_single_equal_round,unknown,"(0.9, 1.0]",1,4.0,3.0,3.7321446777379776,0.75,0.9330361694344944
Bright Cut,First pass,ridge_single_pieces,single,"(0.4, 0.5]",2,6.0,3.0,2.7451345526096707,0.5,0.4575224254349451
Bright Cut,First pass,ridge_single_pieces,single,"(0.5, 0.6]",4,13.0,4.0,6.956447225746749,0.3076923076923077,0.5351113250574422
Bright Cut,First pass,ridge_single_pieces,single,"(0.6, 0.7]",19,105.0,79.0,68.1320512099981,0.7523809523809524,0.648876678190458
Bright Cut,First pass,ridge_single_pieces,single,"(0.7, 0.8]",35,139.0,117.0,105.09249203622161,0.841726618705036,0.756061093785767
Bright Cut,First pass,ridge_single_pieces,single,"(0.8, 0.9]",15,92.0,58.0,75.99594783459864,0.6304347826086957,0.8260429112456373
Bright Cut,First pass,ridge_single_pieces,team,"(0.6, 0.7]",1,3.0,3.0,1.9785831943709131,1.0,0.6595277314569711
Bright Cut,First pass,ridge_single_pieces,unknown,"(0.6, 0.7]",3,22.0,17.0,13.867611376364163,0.7727272727272727,0.6303459716529165
Bright Cut,First pass,ridge_single_pieces,unknown,"(0.7, 0.8]",13,59.0,50.0,43.83485988596662,0.847457627118644,0.7429637268807903
Bright Cut,First pass,ridge_single_pieces,unknown,"(0.8, 0.9]",7,54.0,53.0,44.10340774910735,0.9814814814814815,0.8167297731316175
Polishing,First pass,group_only_all,single,"(0.1, 0.2]",33,235.0,114.0,43.257664805192256,0.4851063829787234,0.18407516938379684
Polishing,First pass,group_only_all,single,"(0.2, 0.3]",25,214.0,106.0,63.741600562341645,0.4953271028037383,0.29785794655299835
Polishing,First pass,group_only_all,single,"(0.3, 0.4]",54,425.0,175.0,152.82088738079207,0.4117647058823529,0.35957855854304016
Polishing,First pass,group_only_all,single,"(0.4, 0.5]",121,581.0,265.0,271.79291441455206,0.45611015490533563,0.46780191809733573
Polishing,First pass,group_only_all,single,"(0.5, 0.6]",99,592.0,366.0,322.92367673971467,0.6182432432432432,0.5454791836819505
Polishing,First pass,group_only_all,single,"(0.6, 0.7]",4,53.0,43.0,34.43416507049584,0.8113207547169812,0.6497012277452044
Polishing,First pass,group_only_all,single,"(0.7, 0.8]",9,126.0,126.0,99.41502298952703,1.0,0.7890081189645003
Polishing,First pass,group_only_all,single,"(0.8, 0.9]",2,94.0,94.0,80.32452353506216,1.0,0.8545162078198102
Polishing,First pass,group_only_all,single,"(0.9, 1.0]",21,4333.0,4273.0,4208.977211708969,0.9861527809831525,0.9713771547908998
Polishing,First pass,group_only_all,team,"(0.4, 0.5]",1,4.0,4.0,1.9444173817933863,1.0,0.4861043454483466
Polishing,First pass,group_only_all,unknown,"(0.1, 0.2]",48,420.0,75.0,72.26801487509769,0.17857142857142858,0.17206670208356592
Polishing,First pass,group_only_all,unknown,"(0.2, 0.3]",2,14.0,0.0,4.174304795644413,0.0,0.2981646282603152
Polishing,First pass,group_only_all,unknown,"(0.3, 0.4]",6,31.0,0.0,10.527476050032234,0.0,0.33959600161394304
Polishing,First pass,group_only_all,unknown,"(0.4, 0.5]",71,301.0,108.0,132.01325644661947,0.3588039867109635,0.4385822473309617
Polishing,First pass,group_only_all,unknown,"(0.5, 0.6]",29,126.0,62.0,69.17955009680865,0.49206349206349204,0.5490440483873703
Polishing,First pass,group_only_all,unknown,"(0.6, 0.7]",3,45.0,36.0,29.895644816588256,0.8,0.6643476625908501
Polishing,First pass,group_only_all,unknown,"(0.8, 0.9]",1,67.0,0.0,57.252585923927285,0.0,0.8545162078198102
Polishing,First pass,legacy_1000,single,"(-0.001, 0.1]",30,185.0,73.0,11.54930296368987,0.3945945945945946,0.06242866466859389
Polishing,First pass,legacy_1000,single,"(0.1, 0.2]",45,301.0,95.0,45.10175206049169,0.31561461794019935,0.14983970784216508
Polishing,First pass,legacy_1000,single,"(0.2, 0.3]",42,283.0,139.0,69.50853979619997,0.4911660777385159,0.24561321482756174
Polishing,First pass,legacy_1000,single,"(0.3, 0.4]",60,407.0,199.0,138.38015856925196,0.48894348894348894,0.3400003896050417
Polishing,First pass,legacy_1000,single,"(0.4, 0.5]",48,273.0,137.0,124.36557487028335,0.5018315018315018,0.4555515563014042
Polishing,First pass,legacy_1000,single,"(0.5, 0.6]",37,186.0,98.0,102.1218158552197,0.5268817204301075,0.5490420207269876
Polishing,First pass,legacy_1000,single,"(0.6, 0.7]",28,152.0,101.0,98.67344415399296,0.6644736842105263,0.6491673957499536
Polishing,First pass,legacy_1000,single,"(0.7, 0.8]",30,220.0,157.0,163.6361991878045,0.7136363636363636,0.7438009053991114
Polishing,First pass,legacy_1000,single,"(0.8, 0.9]",18,161.0,147.0,138.30304227698454,0.9130434782608695,0.859025107310463
Polishing,First pass,legacy_1000,single,"(0.9, 1.0]",30,4485.0,4416.0,4436.1964651874805,0.9846153846153847,0.9891184983695609
Polishing,First pass,legacy_1000,team,"(0.5, 0.6]",1,4.0,4.0,2.248033845993604,1.0,0.562008461498401
Polishing,First pass,legacy_1000,unknown,"(-0.001, 0.1]",10,96.0,32.0,5.062591783914631,0.3333333333333333,0.052735331082444076
Polishing,First pass,legacy_1000,unknown,"(0.1, 0.2]",52,361.0,43.0,41.20037117799562,0.11911357340720222,0.11412845201660837
Polishing,First pass,legacy_1000,unknown,"(0.2, 0.3]",14,39.0,9.0,8.992444554951614,0.23076923076923078,0.23057550140901575
Polishing,First pass,legacy_1000,unknown,"(0.3, 0.4]",21,135.0,65.0,47.07828938686283,0.48148148148148145,0.3487280695323172
Polishing,First pass,legacy_1000,unknown,"(0.4, 0.5]",34,179.0,72.0,81.19689006711397,0.4022346368715084,0.4536139109894635
Polishing,First pass,legacy_1000,unknown,"(0.5, 0.6]",11,36.0,6.0,19.97097147130592,0.16666666666666666,0.5547492075362755
Polishing,First pass,legacy_1000,unknown,"(0.6, 0.7]",2,10.0,8.0,6.462298651530734,0.8,0.6462298651530733
Polishing,First pass,legacy_1000,unknown,"(0.7, 0.8]",5,9.0,1.0,6.986693092170103,0.1111111111111111,0.7762992324633449
Polishing,First pass,legacy_1000,unknown,"(0.8, 0.9]",8,54.0,37.0,47.0337505966737,0.6851851851851852,0.8709953814198833
Polishing,First pass,legacy_1000,unknown,"(0.9, 1.0]",3,85.0,8.0,82.54729462121267,0.09411764705882353,0.971144642602502
Polishing,First pass,legacy_5000,single,"(-0.001, 0.1]",30,185.0,73.0,11.544828197077967,0.3945945945945946,0.06240447674096199
Polishing,First pass,legacy_5000,single,"(0.1, 0.2]",45,301.0,95.0,45.08591666592819,0.31561461794019935,0.14978709855790096
Polishing,First pass,legacy_5000,single,"(0.2, 0.3]",42,283.0,139.0,69.48682969875233,0.4911660777385159,0.24553650070230507
Polishing,First pass,legacy_5000,single,"(0.3, 0.4]",60,407.0,199.0,138.34235326684563,0.48894348894348894,0.3399075018841416
Polishing,First pass,legacy_5000,single,"(0.4, 0.5]",48,273.0,137.0,124.33753610943003,0.5018315018315018,0.45544885021769244
Polishing,First pass,legacy_5000,single,"(0.5, 0.6]",37,186.0,98.0,102.10276476242348,0.5268817204301075,0.5489395954969004
Polishing,First pass,legacy_5000,single,"(0.6, 0.7]",28,152.0,101.0,98.65910826294146,0.6644736842105263,0.6490730806772465
Polishing,First pass,legacy_5000,single,"(0.7, 0.8]",30,220.0,157.0,163.61887786643263,0.7136363636363636,0.7437221721201484
Polishing,First pass,legacy_5000,single,"(0.8, 0.9]",18,161.0,147.0,138.29501157177165,0.9130434782608695,0.8589752271538612
Polishing,First pass,legacy_5000,single,"(0.9, 1.0]",30,4485.0,4416.0,4436.176591782939,0.9846153846153847,0.9891140672871659
Polishing,First pass,legacy_5000,team,"(0.5, 0.6]",1,4.0,4.0,2.247624898854743,1.0,0.5619062247136858
Polishing,First pass,legacy_5000,unknown,"(-0.001, 0.1]",10,96.0,32.0,5.060604815439899,0.3333333333333333,0.052714633494165615
Polishing,First pass,legacy_5000,unknown,"(0.1, 0.2]",52,361.0,43.0,41.185247311867606,0.11911357340720222,0.11408655765060279
Polishing,First pass,legacy_5000,unknown,"(0.2, 0.3]",14,39.0,9.0,8.989582537954664,0.23076923076923078,0.2305021163578119
Polishing,First pass,legacy_5000,unknown,"(0.3, 0.4]",21,135.0,65.0,47.06556769679961,0.48148148148148145,0.3486338347911082
Polishing,First pass,legacy_5000,unknown,"(0.4, 0.5]",34,179.0,72.0,81.17856546972926,0.4022346368715084,0.453511538937035
Polishing,First pass,legacy_5000,unknown,"(0.5, 0.6]",11,36.0,6.0,19.967284765641864,0.16666666666666666,0.5546467990456073
Polishing,First pass,legacy_5000,unknown,"(0.6, 0.7]",2,10.0,8.0,6.46134922362629,0.8,0.646134922362629
Polishing,First pass,legacy_5000,unknown,"(0.7, 0.8]",5,9.0,1.0,6.986045308799619,0.1111111111111111,0.7762272565332909
Polishing,First pass,legacy_5000,unknown,"(0.8, 0.9]",8,54.0,37.0,47.03123179898114,0.6851851851851852,0.8709487370181692
Polishing,First pass,legacy_5000,unknown,"(0.9, 1.0]",3,85.0,8.0,82.54634463871253,0.09411764705882353,0.9711334663377944
Polishing,First pass,ridge_expanded_equal_round,single,"(-0.001, 0.1]",36,179.0,47.0,10.781596816213298,0.26256983240223464,0.060232384448118986
Polishing,First pass,ridge_expanded_equal_round,single,"(0.1, 0.2]",52,367.0,158.0,55.640899827466626,0.4305177111716621,0.15161008127375103
Polishing,First pass,ridge_expanded_equal_round,single,"(0.2, 0.3]",41,296.0,154.0,71.82184201035243,0.5202702702702703,0.24264135814308252
Polishing,First pass,ridge_expanded_equal_round,single,"(0.3, 0.4]",43,316.0,122.0,106.79470182524474,0.3860759493670886,0.33795791716849605
Polishing,First pass,ridge_expanded_equal_round,single,"(0.4, 0.5]",40,256.0,125.0,114.9159098864193,0.48828125,0.4488902729938254
Polishing,First pass,ridge_expanded_equal_round,single,"(0.5, 0.6]",54,227.0,143.0,126.28719437364107,0.6299559471365639,0.5563312527473175
Polishing,First pass,ridge_expanded_equal_round,single,"(0.6, 0.7]",19,142.0,81.0,89.94612361938798,0.5704225352112676,0.6334234057703378
Polishing,First pass,ridge_expanded_equal_round,single,"(0.7, 0.8]",31,210.0,159.0,155.66979625726907,0.7571428571428571,0.7412847440822337
Polishing,First pass,ridge_expanded_equal_round,single,"(0.8, 0.9]",24,343.0,320.0,295.9100551842416,0.9329446064139941,0.8627115311493925
Polishing,First pass,ridge_expanded_equal_round,single,"(0.9, 1.0]",28,4317.0,4253.0,4170.3895936464705,0.9851748899698864,0.9660388217851449
Polishing,First pass,ridge_expanded_equal_round,team,"(0.7, 0.8]",1,4.0,4.0,2.8680962629158113,1.0,0.7170240657289528
Polishing,First pass,ridge_expanded_equal_round,unknown,"(-0.001, 0.1]",7,90.0,32.0,5.599996664190646,0.35555555555555557,0.06222218515767384
Polishing,First pass,ridge_expanded_equal_round,unknown,"(0.1, 0.2]",19,31.0,6.0,4.818183433032649,0.1935483870967742,0.15542527203331127
Polishing,First pass,ridge_expanded_equal_round,unknown,"(0.2, 0.3]",48,368.0,43.0,84.21350081401285,0.11684782608695653,0.22884103482068707
Polishing,First pass,ridge_expanded_equal_round,unknown,"(0.3, 0.4]",11,38.0,9.0,12.78640493081489,0.23684210526315788,0.33648434028460233
Polishing,First pass,ridge_expanded_equal_round,unknown,"(0.4, 0.5]",5,50.0,35.0,22.35775274938193,0.7,0.44715505498763863
Polishing,First pass,ridge_expanded_equal_round,unknown,"(0.5, 0.6]",31,158.0,58.0,85.16043944497582,0.3670886075949367,0.5389901230694673
Polishing,First pass,ridge_expanded_equal_round,unknown,"(0.6, 0.7]",14,82.0,40.0,52.47423647775492,0.4878048780487805,0.6399297131433527
Polishing,First pass,ridge_expanded_equal_round,unknown,"(0.7, 0.8]",5,25.0,3.0,17.60245610785306,0.12,0.7040982443141225
Polishing,First pass,ridge_expanded_equal_round,unknown,"(0.8, 0.9]",14,82.0,50.0,72.43421742684124,0.6097560975609756,0.8833441149614786
Polishing,First pass,ridge_expanded_equal_round,unknown,"(0.9, 1.0]",6,80.0,5.0,75.23100660870762,0.0625,0.9403875826088453
Polishing,First pass,ridge_expanded_pieces,single,"(-0.001, 0.1]",3,6.0,3.0,0.4976384353260344,0.5,0.08293973922100574
Polishing,First pass,ridge_expanded_pieces,single,"(0.1, 0.2]",40,294.0,90.0,45.37705698800172,0.30612244897959184,0.15434373125170653
Polishing,First pass,ridge_expanded_pieces,single,"(0.2, 0.3]",32,241.0,102.0,60.519706498808766,0.42323651452282157,0.25111911410294097
Polishing,First pass,ridge_expanded_pieces,single,"(0.3, 0.4]",73,518.0,264.0,183.1383735052804,0.5096525096525096,0.35354898360092746
Polishing,First pass,ridge_expanded_pieces,single,"(0.4, 0.5]",68,349.0,167.0,155.9625199933954,0.4785100286532951,0.4468840114423937
Polishing,First pass,ridge_expanded_pieces,single,"(0.5, 0.6]",68,412.0,255.0,225.20404373936987,0.6189320388349514,0.546611756648956
Polishing,First pass,ridge_expanded_pieces,single,"(0.6, 0.7]",38,236.0,157.0,151.75490917312692,0.6652542372881356,0.6430292761573174
Polishing,First pass,ridge_expanded_pieces,single,"(0.7, 0.8]",20,268.0,255.0,209.67217080471403,0.9514925373134329,0.7823588462862464
Polishing,First pass,ridge_expanded_pieces,single,"(0.8, 0.9]",4,60.0,60.0,49.74610380798283,1.0,0.8291017301330471
Polishing,First pass,ridge_expanded_pieces,single,"(0.9, 1.0]",22,4269.0,4209.0,4187.568624124623,0.9859451862262825,0.9809249529455665
Polishing,First pass,ridge_expanded_pieces,team,"(0.5, 0.6]",1,4.0,4.0,2.3650395609596995,1.0,0.5912598902399249
Polishing,First pass,ridge_expanded_pieces,unknown,"(0.2, 0.3]",48,420.0,75.0,106.45654869471475,0.17857142857142858,0.2534679730826542
Polishing,First pass,ridge_expanded_pieces,unknown,"(0.3, 0.4]",6,36.0,0.0,12.866846638915655,0.0,0.357412406636546
Polishing,First pass,ridge_expanded_pieces,unknown,"(0.4, 0.5]",9,24.0,3.0,10.848218834963033,0.125,0.45200911812345973
Polishing,First pass,ridge_expanded_pieces,unknown,"(0.5, 0.6]",72,307.0,119.0,173.16080231275495,0.38762214983713356,0.5640417013444786
Polishing,First pass,ridge_expanded_pieces,unknown,"(0.6, 0.7]",22,110.0,53.0,69.86602209627056,0.4818181818181818,0.6351456554206414
Polishing,First pass,ridge_expanded_pieces,unknown,"(0.7, 0.8]",2,40.0,31.0,30.859561039817525,0.775,0.7714890259954381
Polishing,First pass,ridge_expanded_pieces,unknown,"(0.9, 1.0]",1,67.0,0.0,62.510961594940106,0.0,0.9329994267901508
Polishing,First pass,ridge_single_capped,single,"(-0.001, 0.1]",27,186.0,74.0,13.349926757309317,0.3978494623655914,0.0717737997704802
Polishing,First pass,ridge_single_capped,single,"(0.1, 0.2]",40,272.0,86.0,42.86186534910704,0.3161764705882353,0.15758038731289353
Polishing,First pass,ridge_single_capped,single,"(0.2, 0.3]",47,310.0,148.0,76.47702369504039,0.4774193548387097,0.24670007643561415
Polishing,First pass,ridge_single_capped,single,"(0.3, 0.4]",62,395.0,180.0,139.72292753546506,0.45569620253164556,0.3537289304695318
Polishing,First pass,ridge_single_capped,single,"(0.4, 0.5]",56,322.0,166.0,148.87001133835872,0.515527950310559,0.462329227758878
Polishing,First pass,ridge_single_capped,single,"(0.5, 0.6]",38,180.0,93.0,98.46412528138433,0.5166666666666667,0.5470229182299129
